Title,Date
"Touch: Deriva (Parte 2)","6/27/17"
"Orange Is the New Black: Temporada 1: Bora Bora Bora","6/26/17"
"Orange Is the New Black: Temporada 1: Gracias por nada","6/26/17"
"Lost: Piloto: Parte 1","6/26/17"
"Touch: Deriva (Parte 1)","6/26/17"
"Touch: Teselaciones","6/25/17"
"Orange Is the New Black: Temporada 1: La mula de Moscú","6/25/17"
"Orange Is the New Black: Temporada 1: Malditas rosquillas","6/24/17"
"Orange Is the New Black: Temporada 1: Consejo femenino","6/24/17"
"Orange Is the New Black: Temporada 1: La gallina","6/24/17"
"Orange Is the New Black: Temporada 1: Enemigos imaginarios","6/24/17"
"Touch: Música de las esferas","6/23/17"
"Touch: Hilos de cometa","6/23/17"
"Touch: La seguridad de los números","6/22/17"
"Touch: Zona de exclusión","6/21/17"
"Z Nation: Cachorros y gatitos","6/20/17"
"Zoo: Osos","6/20/17"
"Touch: El aumento de la noósfera","6/20/17"
"Touch: Perdido y encontrado","6/20/17"
"Touch: Enredo","6/20/17"
"Orange Is the New Black: Temporada 1: Pedido lésbico denegado","6/20/17"
"Orange Is the New Black: Temporada 1: Golpe de tetas","6/19/17"
"Orange Is the New Black: Temporada 1: No estaba preparada","6/19/17"
"Touch: 1 + 1 = 3","6/17/17"
"Touch: La leyenda del hilo rojo","6/17/17"
"Zoo: Temporada 2: Clementine","6/15/17"
"Zoo: Temporada 2: Pangea","6/15/17"
"Zoo: Temporada 2: Contingencia","6/15/17"
"Zoo: Temporada 2: Desde Rusia con palomas","6/14/17"
"Zoo: Temporada 2: Pecados de padre","6/12/17"
"Zoo: Temporada 2: Suma cero","6/12/17"
"Zoo: Temporada 2: Sexo, mentiras y medusas","6/12/17"
"Luz de luna","6/10/17"
"Zoo: Temporada 2: La luna y la estrella","6/9/17"
"Zoo: Temporada 2: Los muros de Jericó","6/9/17"
"Zoo: Temporada 2: Punto de colisión","6/9/17"
"Demoníaco","6/8/17"
"Zoo: Temporada 2: Jamie tiene un arma","6/8/17"
"Zoo: Temporada 2: Caraquet","6/7/17"
"Zoo: Temporada 2: El día de la bestia","6/7/17"
"Unbreakable Kimmy Schmidt: Temporada 2: ¡Kimmy conduce un auto!","5/30/17"
"Unbreakable Kimmy Schmidt: Temporada 2: ¡Kimmy se rinde!","5/30/17"
"Unbreakable Kimmy Schmidt: Temporada 2: ¡Kimmy secuestra a Gretchen!","5/29/17"
"Unbreakable Kimmy Schmidt: Temporada 2: ¡Kimmy va al teatro!","5/29/17"
"Unbreakable Kimmy Schmidt: Temporada 2: ¡Kimmy sale a jugar!","5/29/17"
"Mi abuelo es un peligro","5/29/17"
"Pokémon The Series: XY: XY: ¡Los orígenes de la megaevolución!","5/28/17"
"Pokémon The Series: XY: XY: ¡Luchando para llegar al salón de la fama!","5/28/17"
"Pokémon The Series: XY: XY: ¡Una vaga orientación Pokémon!","5/28/17"
"Pokémon The Series: XY: XY: ¡Éxitos del tercer día!","5/28/17"
"Pokémon The Series: XY: XY: ¡Verano de descubrimiento!","5/28/17"
"Twin Peaks: PARTE 1","5/27/17"
"Operación Hierba","5/27/17"
"Inspector Gadget: Gadget 2.0: Parte 1 / Gadget 2.0: Parte 2","5/27/17"
"Regresión","5/27/17"
"Helix: Temporada 2: Polinización cruzada","5/25/17"
"Helix: Temporada 2: Malus domestica","5/25/17"
"Helix: Temporada 2: Oubliette","5/25/17"
"Helix: Temporada 2: Densho","5/25/17"
"La Última Fiesta","5/25/17"
"Bellas De Noche","5/25/17"
"Helix: Temporada 2: Vástago","5/23/17"
"Helix: Temporada 2: Reencuentro","5/23/17"
"Helix: Temporada 2: San José","5/23/17"
"Helix: Dans L'Ombre","5/23/17"
"Helix: La cosecha","5/23/17"
"Helix: Lluvia negra","5/23/17"
"Helix: Fushigi","5/22/17"
"Helix: Nivel X","5/22/17"
"Helix: Estirpe","5/21/17"
"Río místico","5/21/17"
"Helix: Sobreviviente cero","5/21/17"
"Cambio de hábito","5/21/17"
"Helix: Aniqatiga","5/21/17"
"Helix: La habitación blanca","5/20/17"
"Helix: Cepa única","5/20/17"
"Helix: 274","5/20/17"
"Helix: Vector","5/20/17"
"Helix: Piloto","5/19/17"
"Un monstruo viene a verme","5/18/17"
"People You May Know","5/17/17"
"Sense8: Temporada 2: ¿Quieres guerra?","5/17/17"
"Amazonas Clandestino: Los tentáculos del narcotráfico","5/17/17"
"Sense8: Temporada 2: Si el mundo es un escenario, la identidad no es más que un disfraz","5/16/17"
"Sense8: Temporada 2: El verdadero significado de la familia","5/16/17"
"Sense8: Temporada 2: Lo único que quiero es una bala más","5/16/17"
"Sense8: Temporada 2: No hay lugar para el odio en mi corazón","5/15/17"
"Sense8: Temporada 2: Aislados por arriba, conectados por abajo","5/15/17"
"Sense8: Temporada 2: El miedo nunca resolvió nada","5/15/17"
"Sense8: Temporada 2: Polifonía","5/14/17"
"Sense8: Temporada 2: Mutualismos obligados","5/14/17"
"Amazonas Clandestino: El valle de la cocaína","5/14/17"
"Zenne Dancer","5/13/17"
"RuPaul's Drag Race: Temporada 2: Reunión","5/13/17"
"RuPaul's Drag Race: Temporada 2: Las tres finalistas","5/13/17"
"RuPaul's Drag Race: Temporada 2: Lo mejor, lo peor y lo nunca visto","5/13/17"
"RuPaul's Drag Race: Temporada 2: Los premios diva","5/13/17"
"RuPaul's Drag Race: Temporada 2: Chicas de 50","5/13/17"
"Secuestro","5/13/17"
"Marco Polo: Temporada 1: El viajero","5/12/17"
"Sense8: Temporada 2: Feliz Año Nuevo de m**rda","5/10/17"
"El abogado del mal","5/7/17"
"El último camino","5/6/17"
"Inhumano: La leyenda renace","4/23/17"
"13 Reasons Why: Más allá de las razones","4/23/17"
"Cyber Seduction: His Secret Life","4/17/17"
"Yu-Gi-Oh! Zexal: Siente la energía (Parte 1)","4/16/17"
"Yu-Gi-Oh!: Lo intimidó y lo venció","4/16/17"
"Cuatro estaciones en la Habana: Vientos de Cuaresma","4/16/17"
"Los chicos sin destino: Temporada 2: Episodio 1","4/16/17"
"Slam - Todo por una chica","4/15/17"
"RuPaul's Drag Race: Temporada 2: Érase una vez una reina...","4/15/17"
"Sandy Wexler","4/15/17"
"Chewing Gum: Temporada 2: La edad es solo un número","4/14/17"
"Chewing Gum: Temporada 2: El viaje","4/14/17"
"Chewing Gum: Temporada 2: Orlando","4/14/17"
"Chewing Gum: Temporada 2: Necesito compañía","4/9/17"
"Emelie","4/9/17"
"3096 días","4/9/17"
"El gran pequeño","4/9/17"
"Todo o nada","4/8/17"
" : Episodio 8","4/7/17"
" : Episodio 7","4/7/17"
" : Episodio 6","4/7/17"
" : Episodio 5","4/6/17"
" : Episodio 4","4/6/17"
" : Episodio 3","4/6/17"
" : Episodio 2","4/6/17"
" : Episodio 1","4/6/17"
"Designated Survivor: Temporada 1: El fin del comienzo","4/6/17"
"Designated Survivor: Temporada 1: Guerreros","4/6/17"
"Chewing Gum: Temporada 2: Reemplazos","4/4/17"
"Chewing Gum: Temporada 2: ¿Qué mierda pasó?","4/4/17"
"Slugterra: Temporada 2: El legado","4/2/17"
"Slugterra: Temporada 2: La danza de la nieve","4/2/17"
"Slugterra: Temporada 2: El chico nuevo (Parte 2)","4/2/17"
"Slugterra: Temporada 2: El chico nuevo (Parte 1)","4/2/17"
"Slugterra: Descanso tenebroso","4/2/17"
"Slugterra: Aguas turbulentas","4/2/17"
"Slugterra: Especies en peligro de extinción","4/2/17"
"Slugterra: Mario Bravado","4/2/17"
"Slugterra: Sombras y luz","4/2/17"
"Slugterra: La caverna nefasta","4/2/17"
"Slugterra: Motín de mechas","4/2/17"
"Slugterra: Carrera de babosas","4/2/17"
"Slugterra: El club de las babosas","4/2/17"
"Slugterra: El duelo","4/2/17"
"Slugterra: El intercambio","4/2/17"
"Slugterra: El mundo bajo nuestros pies, parte 2","4/2/17"
"Slugterra: El mundo bajo nuestros pies, parte 1","4/2/17"
"The Get Down: Parte 1: Donde hay ruina, hay esperanza para un tesoro","4/2/17"
"Sonic Boom: Haciéndote sentir culpable","3/30/17"
"Sonic Boom: Los clones de Eggman","3/30/17"
"Sonic Boom: Buster","3/30/17"
"Sonic y su banda: To Catch a Queen","3/30/17"
"Sonic the Hedgehog: la serie completa: Sonic Racer","3/30/17"
"Bloodline: Temporada 1: Parte 4","3/30/17"
"Bloodline: Temporada 1: Parte 3","3/30/17"
"Bloodline: Temporada 1: Parte 2","3/30/17"
"Bloodline: Temporada 1: Parte 1","3/29/17"
"Please Like Me: Temporada 3: Agua mineral","3/29/17"
"Love: Temporada 2: El regreso","3/29/17"
"Luz nocturna","3/29/17"
"Love: Temporada 2: Larga distancia","3/29/17"
"Love: Temporada 2: Abajo la libertad","3/29/17"
"Love: Temporada 2: Cuidadores","3/29/17"
"Love: Temporada 2: Marty Dobbs","3/29/17"
"Love: Temporada 2: La fiesta del trabajo","3/29/17"
"Love: Temporada 2: Hiato forzado","3/29/17"
"RuPaul's Drag Race: Temporada 2: Rockeras","3/29/17"
"RuPaul's Drag Race: Temporada 2: Aquí viene la novia","3/29/17"
"Love: Temporada 2: Un día","3/29/17"
"Love: Temporada 2: Hongos","3/29/17"
"Love: Temporada 2: Mientras dormías","3/29/17"
"Love: Temporada 2: Noche de amigos","3/29/17"
"Love: Temporada 2: Sin salida","3/29/17"
"RuPaul's Drag Race: Temporada 2: El juego de las imitaciones","3/28/17"
"RuPaul's Drag Race: Temporada 2: Reinas country","3/27/17"
"RuPaul's Drag Race: Temporada 2: Starrbootylicious","3/26/17"
"RuPaul's Drag Race: Temporada 2: Lo que la ventana se llevó","3/26/17"
"Mi mejor amigo es gay","3/25/17"
"El encierro","3/24/17"
"Ya te extraño","3/24/17"
"King Cobra","3/23/17"
"Zoo: La gran montaña de esperanza","3/23/17"
"Miles del mañana: Mama Merc / Space Race","3/23/17"
"Miles del mañana: On Spaceguard / Spaceship Invader","3/23/17"
"Miles del mañana: To the Goldilocks Zone / Hiccup in the Plan","3/23/17"
"Zoo: Cosas salvajes","3/20/17"
"Zoo: Come, dispara y se va","3/20/17"
"Zoo: Contagio emocional","3/20/17"
"Zoo: Murmullos en el cielo","3/20/17"
"Zoo: La supervivencia del más apto","3/20/17"
"Miles del mañana: Happy Captain's Day / Planet of the Plants","3/19/17"
"Samurai Gourmet: Cerveza al mediodía en un restaurante","3/19/17"
"Miles del mañana: Downsized / Ride of the Quarkons","3/19/17"
"Miles del mañana: Who Stole the Stellosphere? / Rock N' Roll","3/19/17"
"Mi primer amor","3/18/17"
"Zoo: Así es como se escucha","3/18/17"
"Zoo: Culpen a Leo","3/15/17"
"Zoo: Mentalidad de manada","3/14/17"
"Zoo: El silencio de las cigarras","3/13/17"
"Zoo: Pelear o huir","3/13/17"
"La niña: Episodio 86","3/6/17"
"La niña: Episodio 85","3/6/17"
"La niña: Episodio 84","3/6/17"
"La niña: Episodio 83","3/6/17"
"La niña: Episodio 82","3/5/17"
"La niña: Episodio 81","3/5/17"
"La niña: Episodio 80","3/5/17"
"La niña: Episodio 79","3/5/17"
"La niña: Episodio 78","3/4/17"
"La niña: Episodio 77","3/4/17"
"La niña: Episodio 76","3/4/17"
"La niña: Episodio 75","3/4/17"
"La niña: Episodio 74","3/3/17"
"La niña: Episodio 73","3/3/17"
"La niña: Episodio 72","3/1/17"
"La niña: Episodio 71","3/1/17"
"La niña: Episodio 70","3/1/17"
"Zoo: Sangre nueva","2/28/17"
"Fabulosas Flores: Apuesta Son Apuestas","2/28/17"
"Fabulosas Flores: Una Carrera Contra El Tiempo","2/28/17"
"That '70s Show: La batalla de los sexistas","2/28/17"
"Predestinación","2/28/17"
"Sueños imperiales","2/28/17"
"That '70s Show: Piloto","2/28/17"
"El gran casamiento","2/28/17"
"Fabulosas Flores: La Verdad Os Hará Libres","2/28/17"
"That '70s Show: El cumpleaños de Eric","2/28/17"
"El médico","2/28/17"
"El sobreviviente","2/28/17"
"Between: Se acabó la escuela","2/28/17"
"La niña: Episodio 69","2/28/17"
"La niña: Episodio 68","2/28/17"
"La niña: Episodio 67","2/28/17"
"iBOY","2/27/17"
"El médico africano","2/27/17"
"Abstract: The Art of Design: Temporada 1: Tinker Hatfield: Diseño de calzado","2/27/17"
"Abstract: The Art of Design: Temporada 1: Christoph Niemann: Ilustración","2/27/17"
"Orphan Black: Hermosas formas infinitas","2/27/17"
"Orphan Black: Selección inconsciente","2/27/17"
"Orphan Black: Red de la vida","2/26/17"
"Orphan Black: Partes desarrolladas de manera inusual","2/26/17"
"La niña: Episodio 66","2/26/17"
"La niña: Episodio 65","2/26/17"
"La niña: Episodio 64","2/26/17"
"La niña: Episodio 63","2/26/17"
"Holding the Man","2/25/17"
"Trevor Noah: Afraid of the Dark","2/23/17"
"Santa Clarita Diet: Temporada 1: Baka, bilis y bates de béisbol","2/22/17"
"Santa Clarita Diet: Temporada 1: ¡El libro!","2/22/17"
"Santa Clarita Diet: Temporada 1: ¿Cuánto vómito?","2/22/17"
"Orphan Black: Variaciones por domesticación","2/21/17"
"Santa Clarita Diet: Temporada 1: ¿Extraños o desconsiderados?","2/20/17"
"Santa Clarita Diet: Temporada 1: “Cuidamos los detalles”","2/20/17"
"Santa Clarita Diet: Temporada 1: Hombre come hombre","2/20/17"
"Orphan Black: Condiciones para la existencia","2/19/17"
"Miles del mañana: Catch That Iota! / Mighty Merc","2/19/17"
"Miles del mañana: Game On / How I Saved My Summer Vacation","2/19/17"
"Miles del mañana: Ocean in Motion / Explorer Exchange","2/19/17"
"Miles del mañana: Journey to the Frozen Planet / Attack of the Flickorax","2/19/17"
"Miles del mañana: Runaway Shuttle / Surfin' the Whirlpool","2/19/17"
"La niña: Episodio 62","2/19/17"
"La niña: Episodio 61","2/19/17"
"La niña: Episodio 60","2/19/17"
"Orphan Black: Efectos de condiciones externas","2/19/17"
"Santa Clarita Diet: Temporada 1: El turista sexual pedorro","2/19/17"
"Las aventuras del Gato con Botas: Oculto","2/18/17"
"Transformers: Rescue Bots: Temporada 3: La tierra antes de Prime","2/18/17"
"Ultimate Spider-Man: Un gran poder","2/18/17"
"Orphan Black: Variación por naturaleza","2/17/17"
"Orphan Black: Instinto","2/17/17"
"Orphan Black: Selección natural","2/17/17"
"Velvet: La costurera","2/17/17"
"Velvet: Alas de mariposa","2/17/17"
"Santa Clarita Diet: Temporada 1: Podemos matar gente","2/17/17"
"Santa Clarita Diet: Temporada 1: No podemos matar gente","2/17/17"
"The Fosters: Temporada 2: El fin del principio","2/14/17"
"The Fosters: Temporada 2: No ese tipo de chica","2/14/17"
"The Fosters: Temporada 2: Justifica los medios","2/13/17"
"The Fosters: Temporada 2: Escucha esto","2/13/17"
"The Fosters: Temporada 2: Lo que ella calla","2/13/17"
"Sonic the Hedgehog: la serie completa: Super Sonic","2/12/17"
"Sonic the Hedgehog: la serie completa: Sonic and the Secret Scrolls","2/12/17"
"Sonic the Hedgehog: la serie completa: Ultra Sonic","2/12/17"
"La niña: Episodio 59","2/12/17"
"Sonic the Hedgehog: la serie completa: Sonic and Sally","2/12/17"
"Sonic the Hedgehog: la serie completa: Sonic Boom","2/12/17"
"Sonic y su banda: Wedding Bell Blues","2/12/17"
"Sonic y su banda: Harmony of Something","2/12/17"
"The Fosters: Temporada 2: Si tan solo supieras","2/12/17"
"Verdad o consecuencia","2/11/17"
"The Fosters: Temporada 2: Luz del día","2/11/17"
"The Fosters: Temporada 2: Madre Naturaleza","2/11/17"
"The Fosters: Temporada 2: Quédate","2/11/17"
"The Fosters: Temporada 2: Sobre/bajo","2/10/17"
"The Fosters: Temporada 2: La Navidad pasada","2/10/17"
"The Fosters: Temporada 2: La hermana pequeña de alguien","2/10/17"
"The Fosters: Temporada 2: Llaves chorreantes","2/8/17"
"The Fosters: Temporada 2: Las chicas reunidas","2/8/17"
"The Walking Dead: Temporada 5: Conquista","2/4/17"
"Quantico: Corre","2/4/17"
"Masha y el oso: Temporada 1: Primer encuentro / ¡Se prohíbe despertar hasta la primavera! / Navidad iluminada","2/4/17"
"Embarazados","2/4/17"
"Todos se van","2/4/17"
"4th Man Out","2/3/17"
"The Fosters: Temporada 2: El día más largo","2/3/17"
"The Fosters: Temporada 2: Madre","2/3/17"
"The Fosters: Temporada 2: A decir verdad","2/2/17"
"The Fosters: Temporada 2: Di algo","2/1/17"
"The Fosters: Temporada 2: Juego","2/1/17"
"The Fosters: Temporada 2: Sácame de aquí","2/1/17"
"The Fosters: Temporada 2: Cosas desconocidas","2/1/17"
"The Fosters: Día de adopciones","2/1/17"
"The Fosters: Metrópolis","2/1/17"
"The Fosters: No te sueltes","2/1/17"
"The Fosters: Escapes y retornos","1/31/17"
"The Fosters: Los chicos del salón","1/31/17"
"The Fosters: Nosotros contra el mundo","1/30/17"
"The Fosters: Padre","1/30/17"
"The Fosters: Día de la familia","1/30/17"
"The Fosters: Lo no dicho","1/30/17"
"The Fosters: Casa y hogar","1/30/17"
"The Fosters: La luna de miel","1/30/17"
"The Fosters: Acepto","1/30/17"
"The Fosters: Vigilancia","1/30/17"
"The Fosters: Limpia","1/30/17"
"The Fosters: Las consecuencias","1/30/17"
"Sonic y su banda: Getting to Know You","1/29/17"
"Sonic y su banda: Beginnings","1/29/17"
"Sonic Boom: Puertas cerradas","1/29/17"
"Sonic Boom: El circo","1/29/17"
"The Fosters: Sábado","1/29/17"
"Sonic Boom: Mi bella Sticksy","1/29/17"
"The Fosters: A la mañana siguiente","1/29/17"
"The Fosters: Quinceañera","1/29/17"
"The Fosters: Acciones hostiles","1/29/17"
"Sonic Boom: Mi compañero de cuarto es un genio malvado","1/29/17"
"Sonic Boom: El compañero","1/29/17"
"The Fosters: Por consiguiente","1/29/17"
"The Fosters: Piloto","1/29/17"
"Resident Evil 4: La resurrección","1/28/17"
"Colony: Día cero","1/28/17"
"La niña: Episodio 58","1/28/17"
"Colony: Venido del frío","1/28/17"
"La niña: Episodio 57","1/28/17"
"Colony: Broussard","1/28/17"
"Colony: Yoknapatawpha","1/27/17"
"Sense8: Temporada 1: ¿Qué es ser humano?","1/27/17"
"Toma la 10","1/27/17"
"Tornado","1/27/17"
"Colony: Gerónimo","1/26/17"
"Colony: Punto ciego","1/25/17"
"Colony: 98 segundos","1/25/17"
"Colony: Valiente nuevo mundo","1/25/17"
"Colony: Piloto","1/25/17"
"The Americans: El contacto","1/24/17"
"The Americans: El control","1/24/17"
"The Americans: Gregory","1/24/17"
"The Americans: El reloj","1/24/17"
"The Americans: Piloto","1/23/17"
"Pokémon The Series: XY: XY: ¡Forjando amistades en el bosque!","1/22/17"
"DC's Legends of Tomorrow: Piloto (Parte 2)","1/22/17"
"The Walking Dead: Temporada 5: Intentar","1/22/17"
"DC's Legends of Tomorrow: Piloto (Parte 1)","1/22/17"
"The Walking Dead: Temporada 5: Gastar","1/22/17"
"Pokémon The Series: XY: XY: ¡La cueva de los espejos!","1/22/17"
"Pokémon The Series: XY: XY: ¡Batallas en el cielo!","1/22/17"
"Pokémon The Series: XY: XY: ¡El campeón del bosque!","1/22/17"
"Pokémon The Series: XY: XY: ¡Los vínculos de la megaevolución!","1/22/17"
"The Walking Dead: Temporada 5: Olvida","1/22/17"
"Pokémon The Series: XY: XY: ¡Llamando más allá del aura!","1/22/17"
"Pokémon The Series: XY: XY: ¡La tormenta de aura!","1/22/17"
"Homeland: Temporada 2: Corazones destrozados","1/22/17"
"Homeland: Temporada 2: Dos sombreros","1/22/17"
"Homeland: Temporada 2: Me iré volando","1/22/17"
"The Walking Dead: Temporada 5: Recuerda","1/22/17"
"The Walking Dead: Temporada 5: La distancia","1/21/17"
"The Walking Dead: Temporada 5: Ellos","1/21/17"
"Homeland: Temporada 2: La limpieza","1/21/17"
"Robotech: Cuenta regresiva","1/21/17"
"Robotech: El señuelo","1/21/17"
"Homeland: Temporada 2: El discurso de Gettysburg","1/20/17"
"Homeland: Temporada 2: Preguntas y respuestas","1/19/17"
"Homeland: Temporada 2: Olor a auto nuevo","1/19/17"
"Homeland: Temporada 2: Estado de independencia","1/19/17"
"Homeland: Temporada 2: De vuelta en Beirut","1/19/17"
"Homeland: Temporada 2: La sonrisa","1/19/17"
"Homeland: Temporada 1: Marine","1/19/17"
"Homeland: Temporada 1: El chaleco","1/18/17"
"Homeland: Temporada 1: Diputado Brody","1/18/17"
"Sense8: Temporada 1: La muerte no te permite despedirte","1/18/17"
"Homeland: Temporada 1: Fuego cruzado","1/18/17"
"The Walking Dead: Temporada 5: Lo que pasó y lo que está pasando","1/17/17"
"The Walking Dead: Temporada 5: Coda","1/17/17"
"The Walking Dead: Temporada 5: Cruzado","1/17/17"
"The Walking Dead: Temporada 5: Consumido","1/17/17"
"Homeland: Temporada 1: Talón de Aquiles","1/17/17"
"Homeland: Temporada 1: El fin de semana","1/17/17"
"Homeland: Temporada 1: El buen soldado","1/17/17"
